domain,fund_id,fund_name,classification,track,category,year,annual_return,n_months,assets_end
gemel,128,כלל תמר כספי(שקלי),תגמולים ואישית לפיצויים,כספי,תגמולים ואישית לפיצויים | כספי,2010,1.7639,12,437.3
gemel,1297,קואטרו מנורה תגמולים ב',תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2010,4.7856,7,5.8
gemel,1300,קואטרו מנורה השתלמות ב',קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2010,4.8904,7,14.7
gemel,1311,"מילניום קרן השתלמות מסלולית - מסלול אג""ח ללא מניות",קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2010,4.4981,12,54.9
gemel,1312,"מילניום קופה לתגמולים ופיצויים - מסלול אג""ח ללא מניות",תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2010,4.6434,12,74.2
gemel,1319,"ילין לפידות קרן השתלמות מסלול אשראי ואג""ח",קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2010,1.0964,3,94.5
gemel,132,הלמן-אלדובי השתלמות כללי,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2010,9.9875,12,591.3
gemel,1320,"מיטב וויזר גמל אג""ח",תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2010,7.8426,12,59.6
gemel,1321,"מיטב וויזר השתלמות אג""ח",קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2010,7.5874,12,46.6
gemel,1323,הדס ארזים לפרישה 2020,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2010,7.4675,12,6.3
gemel,1324,הדס ארזים לפרישה 2025,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2010,7.8464,12,4.2
gemel,1325,הדס ארזים לפרישה 2030,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2010,7.9183,12,3.6
gemel,1326,הדס ארזים לפרישה 2035,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2010,9.7138,12,1.1
gemel,1327,הדס ארזים לפרישה 2040,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2010,7.1717,9,0.1
gemel,1330,פסגות גדיש מניות,תגמולים ואישית לפיצויים,מניות אקטיבי,תגמולים ואישית לפיצויים | מניות אקטיבי,2010,14.5854,12,46.0
gemel,1331,פסגות גדיש אגח עד 10% מניות,תגמולים ואישית לפיצויים,עד 25% מניות,תגמולים ואישית לפיצויים | עד 25% מניות,2010,8.3973,12,837.5
gemel,1332,"פסגות גדיש אג""ח",תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2010,6.1687,12,358.1
gemel,1333,פסגות גדיש כספי,תגמולים ואישית לפיצויים,כספי,תגמולים ואישית לפיצויים | כספי,2010,1.5407,12,283.9
gemel,1339,אלומות קרן השתלמות מסלול מנייתי,קרנות השתלמות,מניות אקטיבי,קרנות השתלמות | מניות אקטיבי,2010,9.1086,3,0.1
gemel,1340,"אלומות קרן השתלמות מסלול אג""ח ללא מניות",קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2010,1.7057,3,11.7
gemel,1343,מנורה מבטחים תגמולים ופיצויים מסלול כספי (שקלי),תגמולים ואישית לפיצויים,כספי,תגמולים ואישית לפיצויים | כספי,2010,1.6274,12,118.6
gemel,1344,"מנורה מבטחים תגמולים ופיצויים אג""ח ממשלת ישראל",תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2010,5.3151,12,39.4
gemel,1345,מנורה גמל לפרישה 2020,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2010,7.7581,12,20.0
gemel,1346,מנורה גמל לפרישה 2030,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2010,8.4156,12,11.8
gemel,1348,"כלל השתלמות אשראי ואג""ח",קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2010,7.6734,12,153.6
gemel,1350,כלל השתלמות מניות,קרנות השתלמות,מניות אקטיבי,קרנות השתלמות | מניות אקטיבי,2010,15.0953,12,41.8
gemel,1351,כלל השתלמות כספי(שקלי),קרנות השתלמות,כספי,קרנות השתלמות | כספי,2010,1.6319,12,151.5
gemel,1354,"הפניקס השתלמות - מסלול אג""ח",קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2010,-0.3,1,36.3
gemel,1355,"הפניקס תגמולים ופיצויים - מסלול אג""ח",תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2010,-0.3,1,27.9
gemel,1356,הדס ארזים אפסילון השתלמות מסלול שקלי טווח קצר,קרנות השתלמות,כספי,קרנות השתלמות | כספי,2010,2.1496,12,1.6
gemel,1358,הדס ארזים אפסילון תגמולים מסלול שקלי טווח קצר,תגמולים ואישית לפיצויים,כספי,תגמולים ואישית לפיצויים | כספי,2010,2.1497,12,3.1
gemel,1360,"ילין לפידות קופת גמל מסלול אג""ח ממשלות",תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2010,0.4263,3,50.4
gemel,1361,"ילין לפידות קרן השתלמות מסלול אג""ח ממשלות",קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2010,0.3331,3,25.2
gemel,1363,"קואטרו מנורה תגמולים אג""ח ללא מניות",תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2010,4.4799,7,0.0
gemel,1364,מנורה מבטחים תגמולים ופיצויים מסלול מניות,תגמולים ואישית לפיצויים,מניות אקטיבי,תגמולים ואישית לפיצויים | מניות אקטיבי,2010,11.1667,12,1.0
gemel,1365,"קואטרו מנורה השתלמות אג""ח ללא מניות",קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2010,6.9028,7,3.0
gemel,1366,מנורה מבטחים השתלמות מסלול מניות,קרנות השתלמות,מניות אקטיבי,קרנות השתלמות | מניות אקטיבי,2010,11.6587,12,1.8
gemel,1370,מיטב השתלמות כספי (שקלי),קרנות השתלמות,כספי,קרנות השתלמות | כספי,2010,1.3887,12,8.3
gemel,1371,מיטב דינאמית גמל כספית ללא מניות,תגמולים ואישית לפיצויים,כספי,תגמולים ואישית לפיצויים | כספי,2010,1.4393,12,7.3
gemel,1380,להבה מסלול שקלי,קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2010,2.5773,12,8.3
gemel,1406,"מנורה מבטחים השתלמות מסלול אג""ח קונצרניות",קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2010,10.9844,12,15.3
gemel,1407,"מנורה מבטחים השתלמות מסלול אג""ח ממשלתי צמוד",קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2010,6.4735,12,22.2
gemel,1408,"מנורה מבטחים השתלמות מסלול אג""ח ממשלת ישראל",קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2010,5.4937,12,25.9
gemel,1409,מנורה מבטחים השתלמות מסלול מניות סחיר,קרנות השתלמות,מניות אקטיבי,קרנות השתלמות | מניות אקטיבי,2010,5.5807,12,0.9
gemel,1412,"אנליסט גמל אג""ח ממשלות",תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2010,2.1494,12,16.5
gemel,1415,הדס ארזים לפרישה כספית,תגמולים ואישית לפיצויים,כספי,תגמולים ואישית לפיצויים | כספי,2010,1.8343,12,6.8
gemel,1422,פסגות גמל כספית,תגמולים ואישית לפיצויים,כספי,תגמולים ואישית לפיצויים | כספי,2010,1.5103,12,19.9
gemel,1423,"פסגות גמל אג""ח מדינה",תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2010,5.7082,12,52.7
gemel,1424,פסגות שיא השתלמות אגח עד 10% מניות,קרנות השתלמות,עד 25% מניות,קרנות השתלמות | עד 25% מניות,2010,6.0876,12,29.4
gemel,1425,פסגות השתלמות כספית,קרנות השתלמות,כספי,קרנות השתלמות | כספי,2010,1.5103,12,13.8
gemel,1426,"פסגות השתלמות אג""ח מדינה",קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2010,5.5532,12,26.1
gemel,1427,"פסגות שיא השתלמות מסלולית אג""ח ללא מניות",קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2010,6.5312,12,129.5
gemel,1428,פסגות שיא השתלמות מסלולית כספית,קרנות השתלמות,כספי,קרנות השתלמות | כספי,2010,1.5813,12,14.4
gemel,1429,"פסגות שיא השתלמות אג""ח ממשלת ישראל",קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2010,6.2105,12,49.7
gemel,1431,"פסגות גדיש אג""ח ממשלת ישראל",תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2010,6.597,12,147.7
gemel,1432,הדס ארזים משתלמת מסלול כספית,קרנות השתלמות,כספי,קרנות השתלמות | כספי,2010,1.247,12,2.9
gemel,1435,הדס ארזים משתלמת מסלול זהב,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2010,6.5144,12,2.5
gemel,1442,"הלמן-אלדובי גמל מסלול פאסיבי - מדדי אג""ח ממשלת ישראל",תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2010,3.8544,12,6.8
gemel,1443,"הלמן-אלדובי קרן השתלמות מסלול פאסיבי - מדדי אג""ח ממשלת ישראל",קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2010,3.8443,12,3.5
gemel,1448,"מיטב וויזר גמל אג""ח ממשלתי",תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2010,4.8351,12,3.4
gemel,1468,"מיטב וויזר השתלמות אג""ח ממשלתי",קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2010,4.2652,12,1.9
gemel,1490,"אינפיניטי גמל אג""ח קונצרני",תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2010,1.5451,5,1.7
gemel,1491,"אינפיניטי השתלמות אג""ח קונצרני",קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2010,1.7143,5,2.2
gemel,1516,אי.בי.אי לתגמולים ופיצויים מניות בארץ,תגמולים ואישית לפיצויים,מניות אקטיבי,תגמולים ואישית לפיצויים | מניות אקטיבי,2010,8.01,1,0.9
gemel,1517,"תמיר פישמן גמל מניות חו""ל",תגמולים ואישית לפיצויים,מניות אקטיבי,תגמולים ואישית לפיצויים | מניות אקטיבי,2010,1.31,1,0.4
gemel,1518,אי.בי.אי קרן השתלמות מסלול מניות בארץ,קרנות השתלמות,מניות אקטיבי,קרנות השתלמות | מניות אקטיבי,2010,8.35,1,0.6
gemel,1519,"תמיר פישמן השתלמות מניות חו""ל",קרנות השתלמות,מניות אקטיבי,קרנות השתלמות | מניות אקטיבי,2010,1.67,1,0.5
gemel,182,מיטב גאון השתלמות מסלולית-מסלול כללי,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2010,2.7167,6,275.2
gemel,199,"מגדל השתלמות מסלול אשראי ואג""ח",קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2010,7.937,12,310.8
gemel,205,"פסגות גדיש חו""ל",תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2010,0.4877,12,55.8
gemel,208,"פסגות גדיש אג""ח קונצרני",תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2010,9.7773,12,37.0
